all_codes,country_code_2,country_code_1,log_normalized_n_events_all,log_normalized_mean_imports_dollars,centroid_dist_meters,wals_euclidean_dist,asjp_dist
OMUA,UA,OM,NA,-23.210408845173376,3824317.1788878194,41.94417252588858,NA
PHUA,UA,PH,NA,-23.547328900507488,8930650.171267664,148.8808647331636,0.8524560934296158
TWUA,UA,TW,NA,-22.586701782871838,7958514.2577058375,127.9546939269972,0.8824997771240082
BHZA,ZA,BH,NA,-23.236493447965458,6759095.1186076095,156.59282004870923,NA
OMZA,ZA,OM,NA,-22.63078113313081,6576764.52572176,156.59282004870923,NA
ARAT,AT,AR,NA,-23.753454109925446,11881878.71896573,160.22523713848832,0.8289203886957297
ARBA,BA,AR,NA,-26.725280169718914,12001227.125237998,NA,0.8178657395025407
ARBE,BE,AR,NA,-22.724402545529703,11547547.337041954,NA,0.8307925470268342
ARBG,BG,AR,NA,-25.695124235191976,12441528.929825982,156.8638769895623,0.8362307212267094
ARBH,BH,AR,NA,-25.66995070301159,13764792.064401042,166.39748513958506,NA
ARBY,BY,AR,NA,-23.50845481123218,13096265.774274334,204.3991304513062,0.8257109744138361
ARDK,DK,AR,NA,-23.37074435094559,12203034.106465332,216.47887685876148,0.8176874387091022
AREE,EE,AR,NA,-26.77809637069026,13207069.259923017,NA,0.8659178033342247
ARFI,FI,AR,NA,-23.777266690978646,13377498.61197661,154.97591079724694,0.8430953017740929
ARHR,HR,AR,NA,-24.594667954936373,11895633.609983446,NA,0.8178657395025407
ARHU,HU,AR,NA,-25.17550358251856,12298487.269307569,181.00843385821494,0.9013105108317732
ARIE,IE,AR,NA,-23.930782059775947,11092764.676934043,143.3610265111319,0.8321298029776233
ARKH,KH,AR,NA,-26.919969360659604,17448487.689592857,161.9479815256586,0.8775073549077294
ARKW,KW,AR,NA,-24.833175623198088,13677852.671771046,166.39748513958506,NA
ARMA,MA,AR,NA,-23.65197064456841,9598913.13571708,166.39748513958506,NA
ARMK,MK,AR,NA,-25.256418771232997,12162891.031209396,159.75778112156726,0.8312382990104306
ARMY,MY,AR,NA,-22.455053967674992,16512131.650292825,NA,NA
ARNO,NO,AR,NA,-24.50284280198504,12549518.537124932,164.44050145199418,0.81189266292235
ARPT,PT,AR,NA,-24.15084615800375,10005816.105747156,148.58768454288068,0.6058660961041276
ARSE,SE,AR,NA,-23.800443801273314,12779626.915762179,154.97591079724694,0.8430953017740929
ARSG,SG,AR,NA,-23.214780803195804,16189052.919569299,143.3610265111319,0.8321298029776233
ARSI,SI,AR,NA,-23.25131029959399,11936662.924954262,159.87777932268634,0.8084157974502987
ARSK,SK,AR,NA,-24.31291402749041,12353299.651945619,NA,0.8118035125256308
ARTH,TH,AR,NA,-23.523495260096315,17380807.275326755,194.20987149930346,0.8541499509672819
ARUA,UA,AR,NA,-23.705408285326296,13203865.864156604,159.31651701347855,0.8104662565748417
ATDK,DK,AT,NA,-21.02907527555843,991539.8962413997,100.3247057541851,0.6068467504680395
ATJP,JP,AT,NA,-22.358592836731646,9249395.809126057,147.12929960526483,0.8882945529107604
ATMA,MA,AT,NA,-23.16127783623152,2308154.6047141007,26.158017745560464,NA
ATMY,MY,AT,NA,-22.486799939323454,10502622.771601481,NA,NA
ATNZ,NZ,AT,NA,-23.322744468640956,18401144.319715798,150.1034955562486,0.6117500222875992
ATOM,OM,AT,NA,-24.097268160637785,4880960.882641884,26.158017745560464,NA
ATQA,QA,AT,NA,-23.600714664672672,4113463.878988151,26.158017745560464,NA
ATSG,SG,AT,NA,-21.5624379336082,9942092.651966656,150.1034955562486,0.6117500222875992
ATTH,TH,AT,NA,-22.934327427310535,8549173.347240852,136.4400590060447,0.8603013283409111
AUBA,AU,BA,NA,-26.665129451288692,14054060.36260236,NA,0.7687438709102256
BAFI,FI,BA,NA,-24.57867932175358,2257895.7904557437,NA,0.8011054649193189
BAGR,GR,BA,NA,-22.529096247187198,679309.6405201537,NA,0.8597664259605955
BAID,ID,BA,NA,-28.914565961800033,11376083.30692501,NA,0.8676116608718908
BAKR,KR,BA,NA,-25.811641639578834,8555473.675480882,NA,0.8623517874654543
BALT,LT,BA,NA,-25.796487857412178,1378713.5246708253,NA,0.7984309530177409
BAMA,MA,BA,NA,-24.68298402437621,2407052.104600392,NA,NA
BATW,TW,BA,NA,-27.937586706623833,9156609.234025855,NA,0.8915931175893733
BAUA,UA,BA,NA,-23.5232568730487,1202709.9460154623,NA,0.5022733351163413
BAZA,ZA,BA,NA,-27.343532023013434,8307122.905265263,NA,0.7687438709102256
BEBH,BH,BE,NA,-22.729868771831,4793549.00647968,NA,NA
BEID,ID,BE,NA,-22.45074171216494,12254410.83051267,NA,0.9081750913791566
BEOM,OM,BE,NA,-22.631350267685843,5649551.730228001,NA,NA
BEPK,PK,BE,NA,-22.615914294515846,5833296.549380039,NA,0.820272800213961
BEQA,QA,BE,NA,-21.480865215796392,4885251.724888643,NA,NA
AEBG,AE,BG,NA,-23.44283896469637,3393739.599944321,102.73592321999153,NA
AUBG,AU,BG,NA,-25.64024621014167,13468829.719410546,143.1037256022776,0.7995899081750913
BGMA,MA,BG,NA,-23.583588390020886,2898101.959006687,102.73592321999153,NA
BGMY,MY,BG,NA,-24.778544325438727,9625489.412960159,NA,NA
BGOM,OM,BG,NA,-24.935134253366815,3848304.281445144,102.73592321999153,NA
BGSG,SG,BG,NA,-22.80441269228011,9004961.397686293,143.1037256022776,0.7995899081750913
BGTW,TW,BG,NA,-24.859546106441496,8685241.740040908,155.014293122935,0.8978336453597218
AEBR,AE,BR,NA,-22.3842072856892,12391780.749805592,70.66751913990753,NA
BABR,BA,BR,NA,-27.24666258714504,9462922.277434176,NA,0.8422037978069002
BRCZ,CZ,BR,NA,-22.98373155220778,9475341.801379513,NA,0.8496032807345992
BREE,EE,BR,NA,-26.0364518770225,10462391.491689295,NA,0.8809842203797806
BREG,EG,BR,NA,-23.498320664584167,10033794.226400562,70.66751913990753,NA
BRHU,HU,BR,NA,-24.149481210988288,9719929.40633711,178.03285780784915,0.87358473745208165
BRIE,IE,BR,NA,-23.89224401446952,8304674.277904752,142.1286442918744,0.8577159668360523
BRKH,KH,BR,NA,-28.33322275470765,17831119.961988587,100.06748037638187,0.8849068378354285
BRMK,MK,BR,NA,-25.266091182806317,9704538.48951361,66.1231641158459,0.827048230364625
BRMY,MY,BR,NA,-22.400021940199963,18422753.345576126,NA,NA
BROM,OM,BR,NA,-23.881834650663023,12689762.65995919,70.66751913990753,NA
BRPH,PH,BR,NA,-23.831902279541882,19569966.83328671,142.1286442918744,0.8577159668360523
BRPL,PL,BR,NA,-23.579810830151995,9890624.876487227,73.60640068888164,0.8456806632789515
BRQA,QA,BR,NA,-23.46013177693155,12119810.735554913,70.66751913990753,NA
BRRO,RO,BR,NA,-24.639233200835186,10057778.840350462,68.35412421973176,0.6465186770081126
BRSA,SA,BR,NA,-22.039700744889668,11488327.241774699,70.66751913990753,NA
BRSI,SI,BR,NA,-23.568291590553706,9343845.612446781,66.4125630054893,0.8355175180529553
BRSK,SK,BR,NA,-24.26500711887602,9741701.266659888,NA,0.8381920299545332
BRTH,TH,BR,NA,-23.182924585398187,17266044.638302233,140.59629301701676,0.8447000089150397
BRTW,TW,BR,NA,-22.174927241553874,18422269.085384782,136.74124982261395,0.8935544263171972
BYDK,DK,BY,NA,-22.212137627141892,1206623.3799070236,163.71958579329842,0.8236605152892931
BYID,ID,BY,NA,-24.616767434282036,10596950.800047426,183.26309164819932,0.8795578140322724
BYJO,JO,BY,NA,-23.51232825462749,2533135.091030034,132.5023519190366,NA
BYKH,KH,BY,NA,-27.25722086414862,7997920.952105108,156.3766610642335,0.8788446108585183
BYKW,KW,BY,NA,-26.687608497679342,3071799.8129002955,132.5023519190366,NA
BYMA,MA,BY,NA,-22.592852535820075,3523581.7037613546,132.5023519190366,NA
BYMY,MY,BY,NA,-23.55199774312424,9428172.084353264,NA,NA
BYNZ,NZ,BY,NA,-25.19222187817808,17237349.071651414,194.1888537781997,0.8062761879290362
BYOM,OM,BY,NA,-26.211329042789853,4336814.930770309,132.5023519190366,NA
BYPH,PH,BY,NA,-25.860206623961396,9130927.379199764,194.1888537781997,0.8062761879290362
BYSA,SA,BY,NA,-25.33165999967109,3426708.9240255216,132.5023519190366,NA
BYSG,SG,BY,NA,-23.53187834313526,8950948.38864972,194.1888537781997,0.8062761879290362
BYZA,ZA,BY,NA,-25.16562577265096,9241557.91779535,194.1888537781997,0.8062761879290362
BACA,BA,CA,NA,-26.406120284969525,6973026.719476243,NA,0.7687438709102256
BHCA,BH,CA,NA,-24.859388673383798,9987534.70324531,156.59282004870923,NA
BYCA,BY,CA,NA,-24.38241610867947,6505644.7710311925,194.1888537781997,0.8062761879290362
CAES,ES,CA,NA,-22.421538041527082,6355365.466047991,143.3610265111319,0.8321298029776233
CAFI,FI,CA,NA,-22.508968322373413,5402334.769225952,139.79488230792103,0.5828652937505572
CAHR,HR,CA,NA,-23.99932069069387,6789458.697199773,NA,0.7687438709102256
CAMK,MK,CA,NA,-25.303670647137135,7375166.998919609,149.73802994724304,0.8036016760274584
CAPT,PT,CA,NA,-23.37473250581005,6194328.519782353,142.1286442918744,0.8577159668360523
CASE,SE,CA,NA,-21.901269803271706,5244781.260850499,139.79488230792103,0.5828652937505572
CASK,SK,CA,NA,-23.07155872426581,6619217.323927066,NA,0.80770259427654445
CHDK,DK,CH,NA,-21.367803763038328,1011303.5406625124,100.3247057541851,0.6068467504680395
CHHU,HU,CH,NA,-21.463178060918036,910144.3363414418,169.5971123368889,0.8875813497370063
CHOM,OM,CH,NA,-22.94296395828205,5251102.761115159,26.158017745560464,NA
CHPH,PH,CH,NA,-22.949099292777667,10694604.151145812,150.1034955562486,0.6117500222875992
CHPT,PT,CH,NA,-22.0521039230959,1538221.744942729,67.16845004095326,0.8338236605152893
CHSE,SE,CH,NA,-21.1519318849367,1727627.2212520344,80.72117929905873,0.5778728715342782
AECL,AE,CL,NA,-23.689606783002755,14592124.449635712,166.39748513958506,NA
ATCL,AT,CL,NA,-23.286542458124103,12027087.586957201,160.22523713848832,0.8289203886957297
BECL,BE,CL,NA,-22.701190809209532,11604651.013748432,NA,0.8307925470268342
BGCL,BG,CL,NA,-24.039500832569818,12693688.536165396,156.8638769895623,0.8362307212267094
BHCL,BH,CL,NA,-24.525789341504744,14332087.884751797,166.39748513958506,NA
BYCL,BY,CL,NA,-25.259591612375324,13218175.529154379,204.3991304513062,0.8257109744138361
CLCZ,CZ,CL,NA,-23.6889839044687,12248966.935011502,NA,0.8037799768208969
CLDK,DK,CL,NA,-23.718872387277003,12223039.562084818,216.47887685876148,0.8176874387091022
CLEG,EG,CL,NA,-25.91353454126495,12465192.665680205,166.39748513958506,NA
CLFI,FI,CL,NA,-22.751966381223053,13326447.671158051,154.97591079724694,0.8430953017740929
CLID,ID,CL,NA,-23.94504469013096,15968393.17823106,206.9324774269126,0.8756351965766247
CLJO,JO,CL,NA,-27.339292889239022,13172477.167135943,166.39748513958506,NA
CLKZ,KZ,CL,NA,-25.833267391344666,16028895.8996916,160.01571900764947,0.9077293393955602
CLMK,MK,CL,NA,-27.79580393216158,12417281.661052778,159.75778112156726,0.8312382990104306
CLOM,OM,CL,NA,-24.942718197024075,14761597.001979975,166.39748513958506,NA
CLPK,PK,CL,NA,-24.97567698122939,16296461.583667621,160.2820044053088,0.8003922617455648
CLPL,PL,CL,NA,-24.60657485057418,12666522.25791803,157.4384967574179,0.8116252117321923
CLQA,QA,CL,NA,-24.452935380705977,14385213.837736303,166.39748513958506,NA
CLSA,SA,CL,NA,-24.722190891090268,13774330.266734459,166.39748513958506,NA
CLSE,SE,CL,NA,-22.914053675970468,12735007.016946407,154.97591079724694,0.8430953017740929
CLSG,SG,CL,NA,-22.859443820747725,16802952.648503937,143.3610265111319,0.8321298029776233
CLSI,SI,CL,NA,-24.21293323332997,12104011.600588286,159.87777932268634,0.8084157974502987
CLSK,SK,CL,NA,-24.475811148863542,12507902.052219924,NA,0.8118035125256308
CLTH,TH,CL,NA,-23.72233017625889,18130345.581669003,194.20987149930346,0.8541499509672819
AECO,AE,CO,NA,-25.45653699643637,13412145.545087388,166.39748513958506,NA
ATCO,AT,CO,NA,-24.08603597145198,9339490.029515069,160.22523713848832,0.8289203886957297
BHCO,BH,CO,NA,-27.461702284688474,13004178.580569059,166.39748513958506,NA
BYCO,BY,CO,NA,-25.046742082512043,10328467.569352534,204.3991304513062,0.8257109744138361
CODK,DK,CO,NA,-23.971284242398298,9152070.260545908,216.47887685876148,0.8176874387091022
COFI,FI,CO,NA,-23.436738028903928,10007044.878403097,154.97591079724694,0.8430953017740929
COJO,JO,CO,NA,-27.661859534290873,11487882.675299162,166.39748513958506,NA
COKW,KW,CO,NA,-27.677118749000705,12619010.728306096,166.39748513958506,NA
COKZ,KZ,CO,NA,-27.325185173253427,13063853.152276538,160.01571900764947,0.9077293393955602
COLT,LT,CO,NA,-25.50337313924364,10021805.80460718,159.98652967384533,0.842471248997058
COLV,LV,CO,NA,-27.134795563225495,10067932.738415154,179.95096285250608,NA
COMK,MK,CO,NA,-26.437011919882746,10052704.587340279,159.75778112156726,0.8312382990104306
COMY,MY,CO,NA,-23.88241463626002,19157627.961225312,NA,NA
COOM,OM,CO,NA,-28.249133184488954,13818235.204512345,166.39748513958506,NA
COPL,PL,CO,NA,-24.983639030713487,9804823.777171316,157.4384967574179,0.8116252117321923
COPT,PT,CO,NA,-24.588750693069233,7520131.942136419,148.58768454288068,0.6058660961041276
COQA,QA,CO,NA,-27.41034515879115,13093683.626629673,166.39748513958506,NA
COSG,SG,CO,NA,-23.03937055204316,19279073.013653133,143.3610265111319,0.8321298029776233
COSI,SI,CO,NA,-24.632008599380985,9479232.61581324,159.87777932268634,0.8084157974502987
COSK,SK,CO,NA,-24.715634152693628,9794627.580893178,NA,0.8118035125256308
COTW,TW,CO,NA,-23.472415691976494,16616731.331519056,190.07812831305262,0.8645805473834359
COUA,UA,CO,NA,-23.888050542210784,10694072.993855726,159.31651701347855,0.8104662565748417
COZA,ZA,CO,NA,-25.164700791403387,11012090.996784998,143.3610265111319,0.8321298029776233
BHCZ,BH,CZ,NA,-24.74711640070725,4025421.913748224,NA,NA
CZFI,FI,CZ,NA,-20.402292230604772,1715963.4209050308,NA,0.7979852010341446
CZKH,KH,CZ,NA,-24.984128846246325,8918239.577422021,NA,0.8881162521173219
CZNZ,NZ,CZ,NA,-23.381479357303128,18204195.931335993,NA,0.8008380137291611
CZSG,SG,CZ,NA,-21.299191452421805,9816334.98421743,NA,0.8008380137291611
DEID,ID,DE,NA,-21.831502661242414,11797081.77891399,138.87528931623697,0.8983685477400374
DEKH,KH,DE,NA,-24.286635959535847,9197158.575232746,89.44574491044715,0.8711776767406615
BHDK,BH,DK,NA,-23.092368173885223,4651914.2146464875,98.38964110541342,NA
DKDZ,DZ,DK,NA,-23.061729298668723,3166582.041369578,98.38964110541342,NA
DKJO,JO,DK,NA,-23.630310709507302,3443091.234465059,98.38964110541342,NA
DKKH,KH,DK,NA,-25.02679413599799,9129280.127831265,132.38211545801596,0.9098689489168227
DKKW,KW,DK,NA,-22.175909834065852,4177514.993508115,98.38964110541342,NA
DKKZ,KZ,DK,NA,-23.377839396116062,3948974.435985227,102.57888253315508,0.8896318088615495
DKMY,MY,DK,NA,-22.51097950075935,10559977.288818717,NA,NA
DKNZ,NZ,DK,NA,-22.60203326582004,18099637.76605268,208.1559704949568,0.5957921012748506
DKOM,OM,DK,NA,-22.89735331901473,5479292.971342219,98.38964110541342,NA
DKQA,QA,DK,NA,-22.825240174985407,4739563.399227368,98.38964110541342,NA
DKSG,SG,DK,NA,-21.490582832752985,10128950.44026409,208.1559704949568,0.5957921012748506
DKTH,TH,DK,NA,-23.15581720320426,8639467.475636393,167.41278660340436,0.9011322100383347
DKTW,TW,DK,NA,-22.314181087046155,9031768.015041139,157.9821713566755,0.893821877507355
DZKH,KH,DZ,NA,-27.57414683819541,10486448.165581996,92.14664619411559,NA
DZMY,MY,DZ,NA,-23.963254083845257,11788841.251275005,NA,NA
DZNZ,NZ,DZ,NA,-22.997261529561776,18278644.921743512,156.59282004870923,NA
DZSG,SG,DZ,NA,-24.214954401439098,11006226.340637278,156.59282004870923,NA
DZTW,TW,DZ,NA,-24.459513842065395,11223271.84634352,123.05034102332374,NA
BYEE,BY,EE,NA,-21.303050644912364,679340.9317461431,NA,0.8811625211732192
DZEE,DZ,EE,NA,-25.5900826107276,3875398.3217081022,NA,NA
EEEG,EG,EE,NA,-25.32182273563866,3575655.7393466476,NA,NA
EEID,ID,EE,NA,-25.638881165707847,10724964.97497639,NA,0.9397343318177765
EEIL,IL,EE,NA,-24.275677419408055,3131149.977451911,NA,NA
EEKR,KR,EE,NA,-23.882039841004172,7156487.534331615,NA,0.8834804314879201
EEMY,MY,EE,NA,-24.461912031504816,9579581.776162993,NA,NA
EEPK,PK,EE,NA,-25.43503972240021,4615142.281507911,NA,0.8764375501470981
EESG,SG,EE,NA,-23.270584580306284,9192046.102843178,NA,0.9048765267005437
EETW,TW,EE,NA,-23.88276972643873,8024278.425876559,NA,0.8473745208166176
EEZA,ZA,EE,NA,-26.447326904515158,9907434.680601347,NA,0.9048765267005437
EGKH,KH,EG,NA,-28.680994481222772,7895206.403801711,92.14664619411559,NA
EGTH,TH,EG,NA,-23.685637191639998,7311273.385854358,138.43179218948518,NA
EGTW,TW,EG,NA,-23.534707193152475,8926274.5578171,123.05034102332374,NA
BYES,BY,ES,NA,-22.93293147946542,2812872.3632136076,204.3991304513062,0.8257109744138361
DKES,DK,ES,NA,-21.979997127808165,2055110.2332325794,216.47887685876148,0.8176874387091022
ESFI,FI,ES,NA,-21.901809402805043,3307171.027645923,154.97591079724694,0.8430953017740929
ESSI,SI,ES,NA,-21.71304596795379,1699929.4208984503,159.87777932268634,0.8084157974502987
ESSK,SK,ES,NA,-21.174286688786427,2093379.338670585,NA,0.8118035125256308
AUFI,AU,FI,NA,-22.314490895377013,13426266.786084434,139.79488230792103,0.5828652937505572
EGFI,EG,FI,NA,-23.232952602600836,4128894.3557043164,83.39008607952832,NA
FIJO,JO,FI,NA,-23.159573010535937,3739865.454542324,83.39008607952832,NA
FIJP,JP,FI,NA,-22.615734394446967,7425716.523997589,161.0693616704586,0.8786663100650798
FINZ,NZ,FI,NA,-23.357147731413825,16849762.84449258,139.79488230792103,0.5828652937505572
FIOM,OM,FI,NA,-23.874828008623723,5310920.714340559,83.39008607952832,NA
FIPH,PH,FI,NA,-23.36124877033288,9009759.461157868,139.79488230792103,0.5828652937505572
FIPK,PK,FI,NA,-23.96337346128604,4869087.430197925,80.89910568540374,0.852545243826335
FIQA,QA,FI,NA,-23.5955572607014,4659579.848665996,83.39008607952832,NA
FISA,SA,FI,NA,-23.126872393646998,4556404.191842515,83.39008607952832,NA
FISG,SG,FI,NA,-21.843870452420905,9289747.149164207,139.79488230792103,0.5828652937505572
FITW,TW,FI,NA,-22.505809725317395,7869242.865919392,145.48428938994067,0.8854417402157438
FIZA,ZA,FI,NA,-22.67019070513773,10464032.134567715,139.79488230792103,0.5828652937505572
GRKH,KH,GR,NA,-25.95525578104299,8513292.424727049,NA,0.8898992600517072
GRKZ,KZ,GR,NA,-20.851560662471616,3786351.920355914,NA,0.8996166532941071
GRMY,MY,GR,NA,-23.752257304385203,9886875.306981398,NA,NA
GRNZ,NZ,GR,NA,-23.68772767222469,17654785.47773854,NA,0.85557635731479
GROM,OM,GR,NA,-24.125847120730906,3888456.366130793,NA,NA
GRSG,SG,GR,NA,-22.721186761594314,9214113.96595834,NA,0.85557635731479
GRTW,TW,GR,NA,-23.409626313034956,9091260.131932095,NA,0.8930195239368816
GRZA,ZA,GR,NA,-24.264061939844314,7692241.758880373,NA,0.85557635731479
AEHR,AE,HR,NA,-23.234919078696542,4183271.2343119364,NA,NA
BHHR,BH,HR,NA,-24.894062114571156,3774264.108434644,NA,NA
DZHR,DZ,HR,NA,-24.360765825784963,2207639.2132067224,NA,NA
HRID,ID,HR,NA,-25.176142948189877,11549262.102132918,NA,0.8676116608718908
HRKH,KH,HR,NA,-26.00387628814709,8958155.14516882,NA,0.8922171703664081
HRMY,MY,HR,NA,-23.923236898147312,10369145.397493022,NA,NA
HRNZ,NZ,HR,NA,-24.6502239392807,18273916.65637725,NA,0.7687438709102256
HROM,OM,HR,NA,-26.001355730088253,4637434.066558015,NA,NA
HRPH,PH,HR,NA,-25.813396942910998,10245770.98068245,NA,0.7687438709102256
HRPK,PK,HR,NA,-25.132914871141423,4990912.26920008,NA,0.8446108585183203
HRSG,SG,HR,NA,-23.994141698273868,9777449.733760756,NA,0.7687438709102256
HRTH,TH,HR,NA,-24.301621622641395,8414913.466965389,NA,0.8854417402157438
HRTW,TW,HR,NA,-23.460566259314756,9275195.314751716,NA,0.8915931175893733
HRVN,VN,HR,NA,-23.91507870005715,8929931.43172621,NA,0.892841223143443
HRZA,ZA,HR,NA,-23.922683992633512,8434882.651800651,NA,0.7687438709102256
BHHU,BH,HU,NA,-24.742167755695966,3553616.8450127277,170.62496313754698,NA
HUID,ID,HU,NA,-24.50117079448248,11184257.07575067,213.97201473948292,0.882767228314166
HUMA,MA,HU,NA,-23.52264877518481,2699881.8172473027,170.62496313754698,NA
HUMY,MY,HU,NA,-22.613917809603528,10004842.400103366,NA,NA
HUOM,OM,HU,NA,-25.070052841405218,4407531.662636832,170.62496313754698,NA
HUPH,PH,HU,NA,-23.42386227834531,9850622.559715798,196.02334345368018,0.8892752072746724
HUSA,SA,HU,NA,-24.635061956652518,3297925.9236712498,170.62496313754698,NA
HUTW,TW,HU,NA,-22.38687178591449,8873556.078953981,202.33828843803542,0.8947133814745476
AEIE,AE,IE,NA,-22.530703508804926,6049346.046855939,156.59282004870923,NA
BAIE,BA,IE,NA,-24.04967097947237,2119708.313350314,NA,0.7687438709102256
BHIE,BH,IE,NA,-23.550296584515753,5649324.435983326,156.59282004870923,NA
BYIE,BY,IE,NA,-23.720963279129247,2386189.6420188476,194.1888537781997,0.8062761879290362
DKIE,DK,IE,NA,-20.885848221695102,1206623.3799070236,208.1559704949568,0.5957921012748506
DZIE,DZ,IE,NA,-23.126766608025292,2926859.328071897,156.59282004870923,NA
EEIE,EE,IE,NA,-23.210348304761766,2191853.9257853543,NA,0.9048765267005437
FIIE,FI,IE,NA,-21.554876387873012,2284744.0278623397,139.79488230792103,0.5828652937505572
IDIE,ID,IE,NA,-24.531276851099435,12915466.314682184,178.79355121436967,0.8754568957831862
IEJP,JP,IE,NA,-22.00271651368439,9598861.763300039,158.12058072706304,0.8913256663992155
IEKW,KW,IE,NA,-23.351816491772123,5178943.378965873,156.59282004870923,NA
IEKZ,KZ,IE,NA,-23.578623216905875,5153742.583853841,150.84742633205883,0.8834804314879201
IEMK,MK,IE,NA,-23.82578421476671,2552366.883032607,149.73802994724304,0.8036016760274584
IENL,NL,IE,NA,-20.105354957487403,926732.7637164253,NA,0.5849157528751002
IENO,NO,IE,NA,-20.983833520560523,1461542.5864228604,151.996245195928,0.6033698849959883
IENZ,NZ,IE,NA,-23.14135270313697,18803920.212976627,0,0
IEOM,OM,IE,NA,-23.802832058423615,6503570.638127945,156.59282004870923,NA
IEPH,PH,IE,NA,-22.56081683887441,11285280.630472187,0,0
IEPK,PK,IE,NA,-24.43768904138795,6622471.219871471,152.64404428355306,0.848176874387091
IEQA,QA,IE,NA,-23.886579565930735,5740808.1025996795,156.59282004870923,NA
IESG,SG,IE,NA,-20.57720495256885,11331589.16179072,0,0
IESK,SK,IE,NA,-21.99032358206249,1979335.4290496046,NA,0.80770259427654445
IETW,TW,IE,NA,-21.805230133712314,10153705.364817005,184.7160336687225,0.9096906481233842
IEUA,UA,IE,NA,-22.838125281155328,2799775.222104588,148.8808647331636,0.8524560934296158
IEVN,VN,IE,NA,-23.78230754806365,10206984.900865266,188.3424006882271,0.9254702683426941
ILKH,KH,IL,NA,-27.22102302272926,7406053.776412536,130.10536539853018,NA
IQVN,VN,IQ,NA,-24.165842533848128,6628528.2551514115,136.84586225593128,NA
BHIT,BH,IT,NA,-23.250288155226524,3889221.2209343403,107.32403587910284,NA
DKIT,DK,IT,NA,-21.54140493288663,1479677.965540419,144.74777379958485,0.8084157974502987
ITKH,KH,IT,NA,-25.227102992262562,9213463.223290455,128.45973979358783,0.8915931175893733
ITTW,TW,IT,NA,-21.62251448883638,9586920.148904026,156.5561656309143,0.8836587322813587
JOKH,KH,JO,NA,-27.50797915875649,7288108.312006604,92.14664619411559,NA
JOTW,TW,JO,NA,-23.628816840486486,8223732.026844068,123.05034102332374,NA
JOVN,VN,JO,NA,-27.28603662599947,7393454.397749467,136.84586225593128,NA
KWTW,TW,KW,NA,-20.503987338991223,7187714.240564223,123.05034102332374,NA
AUKZ,AU,KZ,NA,-24.79133515367176,10511075.477474589,150.84742633205883,0.8834804314879201
IDKZ,ID,KZ,NA,-25.51860851516599,7767906.700554013,138.87384158736074,0.9030935187661585
KZNZ,NZ,KZ,NA,-26.249688716571313,14401392.76031008,150.84742633205883,0.8834804314879201
KZPH,PH,KZ,NA,-26.797921745634266,6301331.095979871,150.84742633205883,0.8834804314879201
KZSG,SG,KZ,NA,-24.168806852080937,6225542.178741685,150.84742633205883,0.8834804314879201
KZTW,TW,KZ,NA,-24.48163301900532,5334645.887480395,125.79482761237978,0.9000624052777034
DZLT,DZ,LT,NA,-24.161521492813886,3536799.096649208,68.25872295032516,NA
LTMA,MA,LT,NA,-22.681664005262068,3488858.6028489005,68.25872295032516,NA
LTMY,MY,LT,NA,-24.12117590120131,9694693.789447648,NA,NA
LTPH,PH,LT,NA,-26.058654211522683,9311482.385041188,156.59440164317573,0.8518320406525809
LTTW,TW,LT,NA,-23.890135525794207,8242247.472067526,135.85451504404074,0.8890969064812339
JOLV,JO,LV,NA,-27.758823056668398,3016702.8732586927,106.99838413284071,NA
LVSG,SG,LV,NA,-22.887748993856324,9214508.265518589,147.3391846908438,NA
LVTW,TW,LV,NA,-24.48356641605578,8148068.014002708,141.82003587842908,NA
LVZA,ZA,LV,NA,-26.716744616879577,9685254.51836999,147.3391846908438,NA
AUMA,AU,MA,NA,-24.575745058954084,16070470.061204813,156.59282004870923,NA
KHMA,KH,MA,NA,-27.48664938641949,11065698.642105935,92.14664619411559,NA
KZMA,KZ,MA,NA,-24.346207925262306,6229877.566515188,33.53410112144537,NA
MAMY,MY,MA,NA,-24.370056336388313,12423070.120832648,NA,NA
MAOM,OM,MA,NA,-25.11224861292429,6215380.501848083,0,0
MAPH,PH,MA,NA,-25.792170730403985,12491705.086686524,156.59282004870923,NA
MASG,SG,MA,NA,-22.770922632593397,11700178.426689591,156.59282004870923,NA
MATH,TH,MA,NA,-24.394873328871597,10496661.083213532,138.43179218948518,NA
MATW,TW,MA,NA,-24.193563032387384,11563529.614290817,123.05034102332374,NA
AUMK,AU,MK,NA,-25.68222174467797,13700556.769755302,149.73802994724304,0.8036016760274584
BYMK,BY,MK,NA,-23.98099804881923,1321524.851775092,130.3813466961049,0.4928233930640991
DKMK,DK,MK,NA,-23.340984295871852,1799039.469311545,100.13874263754649,0.8285637871088526
DZMK,DZ,MK,NA,-28.043093775657265,2309551.130968455,25.097341956893874,NA
EEMK,EE,MK,NA,-25.43825964030557,1931082.6997447258,NA,0.8808059195863421
EGMK,EG,MK,NA,-25.28033167371581,1805201.253889964,25.097341956893874,NA
FIMK,FI,MK,NA,-24.46378344097633,2480997.4719356583,79.99179899872915,0.8020861192832308
IDMK,ID,MK,NA,-25.541785685244438,11052912.03738343,138.29394384517803,0.879736114825711
JOMK,JO,MK,NA,-24.83272923858543,1735530.2067535499,25.097341956893874,NA
MKMY,MY,MK,NA,-25.803787457036176,9874616.408351067,NA,NA
