t;id;i;iso3;country;Out-degree;In-degree;Out-strength;In-strength;Out-degree_percent;In-degree percent;Out-strength-percent;In-strength_percent;Out-closenness;In-closenness;W-Out-closenness;W-In-closenness;Out-eigenvector;In-eigenvector;W-Out-eigenvector;W-In-eigenvector
1996;145;706;SOM;Somalia;0.2316384;0.2259887;767.85;571.118;0.2295376;0.2239391;0.0026073;0.0019393;0.5654952;0.5636942;0.2293639;0.0948325;0.0346494;0.0348244;0.0000391;0.0000442
1995;145;706;SOM;Somalia;0.2259887;0.2033898;717.2304;465.2126;0.2386635;0.2147971;0.0025748;0.0016701;0.5636942;0.5566038;0.2142776;0.035606;0.0354775;0.0340122;0.0000402;0.0000541
2010;146;740;SUR;Suriname;0.5932204;0.6101695;9755.987;9163.499;0.4824038;0.4961867;0.0117864;0.0110706;0.7108434;0.7195122;0.4603551;0.2202239;0.0641999;0.0660647;0.0005199;0.0006538
2009;146;740;SUR;Suriname;0.4124294;0.4689265;6989.193;6997.303;0.3423694;0.3892693;0.010348;0.01036;0.6298932;0.6531366;0.4504562;0.2690685;0.0490591;0.0557315;0.0005274;0.0007187
2008;146;740;SUR;Suriname;0.5762712;0.5875706;9570.967;8878.979;0.461142;0.470184;0.0107942;0.0100138;0.702381;0.708;0.4178583;0.2297796;0.061452;0.0629972;0.0004963;0.0005862
2007;146;740;SUR;Suriname;0.5706215;0.5536723;7850.842;6563.468;0.4590492;0.4454141;0.0103484;0.0086515;0.6996047;0.6914063;0.3542392;0.2137649;0.061256;0.0604122;0.0004507;0.0005269
2006;146;740;SUR;Suriname;0.4293785;0.59887;6370.494;7234.687;0.3503111;0.4885918;0.0096538;0.0109634;0.6366907;0.7137097;0.3197263;0.2764289;0.0485626;0.0655888;0.0004168;0.0006832
2005;146;740;SUR;Suriname;0.4576271;0.5254237;5233.033;5678.788;0.3728595;0.428098;0.0091169;0.0098935;0.6483517;0.6781609;0.3015107;0.2419562;0.0515875;0.0584624;0.000419;0.0005185
2004;146;740;SUR;Suriname;0.3898305;0.5649717;4567.442;4969.492;0.3251803;0.4712758;0.0089807;0.0097713;0.6210526;0.6968504;0.3341446;0.2675838;0.0457868;0.0636611;0.0003838;0.0006146
2003;146;740;SUR;Suriname;0.4237288;0.519774;2962.824;4612.22;0.3547441;0.4351528;0.007137;0.0111101;0.6344086;0.6755725;0.2633285;0.2856348;0.0503267;0.0592459;0.000341;0.0007129
2002;146;740;SUR;Suriname;0.4237288;0.5028248;2538.922;3182.082;0.3600749;0.4272889;0.0071198;0.0089234;0.6344086;0.6679245;0.2663521;0.2275918;0.0501411;0.0579423;0.0003512;0.000462
2001;146;740;SUR;Suriname;0.5254237;0.5310735;3020.935;3229.589;0.4521807;0.4570428;0.0087994;0.0094071;0.6781609;0.6807692;0.2767049;0.2477707;0.0604735;0.0616943;0.0004431;0.0005485
2000;146;740;SUR;Suriname;0.5141243;0.4971751;3605.807;3692.261;0.4510086;0.4361402;0.0101814;0.0104255;0.6730038;0.6654136;0.2509837;0.2538079;0.0594307;0.0594611;0.0004909;0.000548
1999;146;740;SUR;Suriname;0.4632768;0.5028248;3435.783;3454.428;0.4217456;0.4577483;0.0109319;0.0109913;0.6507353;0.6679245;0.2733228;0.2810961;0.0573265;0.0625846;0.0004909;0.000652
1998;146;740;SUR;Suriname;0.3559322;0.3559322;2990.668;2807.852;0.3293429;0.3293429;0.0098668;0.0092637;0.6082474;0.6082474;0.2449246;0.2608535;0.0463768;0.0474692;0.0004893;0.0005819
1997;146;740;SUR;Suriname;0.3672316;0.3502825;2867.288;2595.091;0.3473707;0.3313382;0.0093806;0.00849;0.6124567;0.6061644;0.2256855;0.2553929;0.0488955;0.0478321;0.0004068;0.0005627
1996;146;740;SUR;Suriname;0.4067796;0.4124294;3660.169;3895.778;0.4030904;0.4086888;0.0124286;0.0132286;0.6276596;0.6298932;0.2592739;0.2833601;0.0552907;0.0558543;0.0005928;0.000809
1995;146;740;SUR;Suriname;0.3446328;0.4237288;3558.201;5635.015;0.3639618;0.447494;0.0127736;0.0202292;0.6040956;0.6344086;0.2519434;0.2930039;0.0504526;0.0597445;0.0005574;0.0012228
2010;147;703;SVK;Slovak republic;0.9435028;0.8983051;349489.8;347645.2;0.7672517;0.7304971;0.4222239;0.4199954;0.9465241;0.9076923;0.9371;0.3657846;0.0932617;0.0906232;0.0141588;0.0149115
2009;147;703;SVK;Slovak republic;0.9096045;0.9378531;298276.3;291328.6;0.7550886;0.7785386;0.4416197;0.4313331;0.9170985;0.9414893;0.931515;0.4808833;0.0924628;0.0938753;0.0157921;0.0159211
2008;147;703;SVK;Slovak republic;0.9039548;0.9152542;374171.6;398653.1;0.72336;0.732402;0.4219928;0.4496032;0.9123712;0.921875;0.8464229;0.4023409;0.0903101;0.0904203;0.0157727;0.0177688
2007;147;703;SVK;Slovak republic;0.9265537;0.8870056;320663.1;322384;0.7453868;0.7135715;0.4226732;0.4249416;0.9315789;0.8984771;0.8221567;0.4112766;0.0920196;0.0889424;0.0163047;0.0155241
2006;147;703;SVK;Slovak republic;0.9096045;0.9152542;232958.9;246045.9;0.7421064;0.7467158;0.3530235;0.3728553;0.9170985;0.921875;0.7568497;0.4749057;0.0920069;0.0917419;0.0130595;0.0123575
2005;147;703;SVK;Slovak republic;0.920904;0.8700565;182242.5;186973.8;0.7503222;0.7088934;0.3174993;0.3257422;0.9267015;0.885;0.7986206;0.5177603;0.0925927;0.0888654;0.0117317;0.009876
2004;147;703;SVK;Slovak republic;0.8983051;0.8870056;158111.7;159936.6;0.7493284;0.7399029;0.3108877;0.314476;0.9076923;0.8984771;0.7003946;0.5179334;0.0919757;0.0912304;0.0127116;0.0099481
2003;147;703;SVK;Slovak republic;0.920904;0.8418079;125962.4;128160.4;0.7709772;0.7047583;0.3034246;0.3087192;0.9267015;0.8634146;0.7620891;0.4596799;0.0940158;0.0883912;0.012613;0.0091096
2002;147;703;SVK;Slovak republic;0.8700565;0.8474576;83613.66;94779.38;0.7393538;0.7201498;0.2344738;0.2657853;0.885;0.8676471;0.703791;0.4463317;0.0922861;0.0902752;0.0073164;0.0064163
2001;147;703;SVK;Slovak republic;0.8700565;0.8248588;74269.95;84904.69;0.7487723;0.709875;0.2163331;0.2473099;0.885;0.8509616;0.6439528;0.4031176;0.0924909;0.0885544;0.0060014;0.0057725
2000;147;703;SVK;Slovak republic;0.8813559;0.7909604;67999.63;74492.64;0.7731575;0.6938593;0.1920041;0.2103378;0.8939394;0.8271028;0.5781443;0.4239752;0.0945415;0.0876169;0.0044754;0.004384
1999;147;703;SVK;Slovak republic;0.8644068;0.7966102;60374.4;66502.87;0.7869156;0.7251967;0.1920988;0.2115983;0.880597;0.8309859;0.7423862;0.4523557;0.0958986;0.0893205;0.005243;0.0052128
1998;147;703;SVK;Slovak republic;0.8531073;0.8079096;62570.1;76511.77;0.7893774;0.747556;0.206431;0.2524273;0.8719212;0.8388625;0.7124906;0.4359633;0.0951802;0.0915642;0.0059978;0.0071604
1997;147;703;SVK;Slovak republic;0.8474576;0.819209;55358.41;70103.02;0.8016247;0.7749038;0.1811093;0.2293474;0.8676471;0.84689;0.7075873;0.4276156;0.09596;0.0932115;0.004373;0.0057335
1996;147;703;SVK;Slovak republic;0.819209;0.8418079;52555.65;65434.58;0.8117792;0.8341731;0.1784595;0.2221916;0.84689;0.8634146;0.6747425;0.4070096;0.0966944;0.098878;0.0044872;0.0055427
1995;147;703;SVK;Slovak republic;0.8305085;0.8305085;52760.47;52635.26;0.8770883;0.8770883;0.189405;0.1889555;0.8550724;0.8550724;0.5371065;0.3620436;0.1011491;0.1004905;0.0045365;0.0049422
2010;148;705;SVN;Slovenia;0.9096045;0.8926554;140154.5;147294.6;0.7396857;0.7259028;0.1693228;0.1779488;0.9170985;0.9030612;0.8707377;0.354156;0.0912249;0.0903229;0.0052243;0.0067856
2009;148;705;SVN;Slovenia;0.8983051;0.7175141;125653.2;135582.5;0.7457086;0.5956289;0.1860386;0.2007396;0.9076923;0.7797357;0.8715553;0.4664039;0.0918325;0.0776117;0.0062305;0.0078706
2008;148;705;SVN;Slovenia;0.9096045;0.7966102;164937.2;192371.4;0.727881;0.637461;0.1860171;0.2169575;0.9170985;0.8309859;0.7976197;0.3933038;0.090876;0.0823925;0.006424;0.0090302
2007;148;705;SVN;Slovenia;0.8926554;0.779661;150286.2;168283.3;0.7181165;0.6272157;0.1980956;0.221818;0.9030612;0.8194444;0.7789849;0.402627;0.0897882;0.0805076;0.0065226;0.0083517
2006;148;705;SVN;Slovenia;0.9152542;0.7514125;119041;131989.8;0.7467158;0.6130445;0.1803934;0.200016;0.921875;0.800905;0.718135;0.462653;0.0922541;0.079425;0.0059084;0.0068614
2005;148;705;SVN;Slovenia;0.8757062;0.7627119;102411.4;114166.2;0.7134966;0.6214325;0.1784191;0.1988982;0.8894472;0.8082192;0.7529356;0.5038919;0.0899924;0.0804566;0.0055902;0.006525
2004;148;705;SVN;Slovenia;0.8757062;0.7966102;90395.64;99101.85;0.7304774;0.6644988;0.1777408;0.1948594;0.8894472;0.8309859;0.6653633;0.5030469;0.0912776;0.0844714;0.0060296;0.0066641
2003;148;705;SVN;Slovenia;0.8644068;0.8870056;76825.47;79207.76;0.723678;0.7425977;0.185061;0.1907996;0.880597;0.8984771;0.7225519;0.4458103;0.0905572;0.0918352;0.0063012;0.0062773
2002;148;705;SVN;Slovenia;0.8644068;0.8587571;62551.21;63539.43;0.7345528;0.7297518;0.1754094;0.1781806;0.880597;0.8762376;0.6820155;0.434915;0.0913707;0.0902168;0.0051669;0.0050999
2001;148;705;SVN;Slovenia;0.8587571;0.9039548;55773.64;58551.44;0.739048;0.7779452;0.1624572;0.1705483;0.8762376;0.9123712;0.6282715;0.3924479;0.0917961;0.0942068;0.0045561;0.0047184
2000;148;705;SVN;Slovenia;0.8587571;0.8700565;52213.26;59109.25;0.753333;0.7632453;0.1474296;0.1669011;0.8762376;0.885;0.5683484;0.4132442;0.0924991;0.0926382;0.0037958;0.0042309
1999;148;705;SVN;Slovenia;0.8305085;0.8700565;50922.3;58233.05;0.7560561;0.7920588;0.1620241;0.1852854;0.8550724;0.885;0.7350701;0.4439756;0.0924446;0.0957059;0.0049588;0.0053936
1998;148;705;SVN;Slovenia;0.8022599;0.8587571;54073.69;58622.51;0.7423284;0.7946051;0.1783997;0.1934071;0.8349057;0.8762376;0.7013786;0.4261622;0.0920498;0.0950784;0.0058813;0.0064194
1997;148;705;SVN;Slovenia;0.7909604;0.8757062;49461.49;54462.48;0.748183;0.8283455;0.161817;0.1781782;0.8271028;0.8894472;0.7106951;0.422174;0.0914441;0.0977845;0.0051326;0.0055822
1996;148;705;SVN;Slovenia;0.7966102;0.8983051;49715.36;54944.35;0.7893853;0.8901578;0.1688149;0.1865706;0.8309859;0.9076923;0.6862975;0.4055153;0.0946409;0.1027477;0.0061289;0.0067379
1995;148;705;SVN;Slovenia;0.779661;0.819209;49507.24;53979.47;0.823389;0.8651551;0.1777262;0.1937811;0.8194444;0.84689;0.5434368;0.361767;0.0964685;0.0995713;0.0066676;0.0069378
2010;149;752;SWE;Sweden;0.9943503;0.960452;849682.7;798482.8;0.8086006;0.7810346;1.026514;0.9646591;0.994382;0.9619565;0.9481136;0.3707226;0.0959097;0.0949304;0.0379064;0.0375863
2009;149;752;SWE;Sweden;1;0.9548023;721918.4;646202;0.8301285;0.7926086;1.068852;0.9567487;1;0.9567568;0.9412596;0.4896294;0.0973263;0.0957261;0.0411651;0.0411125
2008;149;752;SWE;Sweden;0.9943503;0.9435028;1032207;918325.9;0.795696;0.755007;1.164129;1.035693;0.994382;0.9465241;0.8587889;0.4071585;0.0952708;0.0933045;0.045498;0.0448351
2007;149;752;SWE;Sweden;1;0.960452;936539.1;842112.4;0.8044723;0.772657;1.234473;1.110007;1;0.9619565;0.8329392;0.4168089;0.0957818;0.0944362;0.0462009;0.0448924
2006;149;752;SWE;Sweden;1;0.960452;818764.6;699160.1;0.8158562;0.7835907;1.240747;1.0595;1;0.9619565;0.7700635;0.482859;0.0965222;0.095728;0.0470176;0.0395003
2005;149;752;SWE;Sweden;1;0.9491525;734135.3;614063.3;0.8147671;0.7733382;1.278996;1.069809;1;0.9516129;0.8156998;0.5290233;0.0963657;0.0950918;0.0494187;0.0381063
2004;149;752;SWE;Sweden;1;0.9661017;680164.9;559047.6;0.8341581;0.8058815;1.337377;1.099229;1;0.9672131;0.7108235;0.5288557;0.0978055;0.0974432;0.05188;0.0398003
2003;149;752;SWE;Sweden;1;0.9265537;561156.7;464783.4;0.8371961;0.7757071;1.351742;1.119594;1;0.9315789;0.7714167;0.4676394;0.0981936;0.0952718;0.0519871;0.0376982
2002;149;752;SWE;Sweden;1;0.9039548;465681.3;375230.7;0.8497767;0.7681598;1.305888;1.052242;1;0.9123712;0.724013;0.4577994;0.0991642;0.0943686;0.0466755;0.0324723
2001;149;752;SWE;Sweden;1;0.9435028;439922.3;352773.3;0.860602;0.8119804;1.281403;1.027556;1;0.9465241;0.6648924;0.4119835;0.0998704;0.0979378;0.0446131;0.0316466
2000;149;752;SWE;Sweden;1;0.9096045;474933.8;381472;0.8772365;0.7979383;1.341025;1.077126;1;0.9170985;0.6001644;0.4367495;0.1010728;0.0967148;0.0425991;0.0333538
1999;149;752;SWE;Sweden;0.9943503;0.9096045;461182.2;362121.7;0.9052101;0.8280615;1.467386;1.152196;0.994382;0.9170985;0.7761207;0.4666261;0.1028678;0.0985983;0.0468205;0.0380717
1998;149;752;SWE;Sweden;1;0.9152542;470410.2;370697.3;0.9252967;0.8468817;1.551975;1.223003;1;0.921875;0.7409722;0.4467881;0.1038442;0.1001898;0.0524531;0.0447475
1997;149;752;SWE;Sweden;0.9943503;0.9039548;461766.8;360517.2;0.9405729;0.8550662;1.510705;1.179459;0.994382;0.9123712;0.754769;0.4449671;0.1053125;0.1008203;0.050894;0.0425632
1996;149;752;SWE;Sweden;0.9943503;0.9152542;461060.9;366203.7;0.985332;0.9069533;1.565592;1.243492;0.994382;0.921875;0.727111;0.4256873;0.1078188;0.1038358;0.0574918;0.0485338
1995;149;752;SWE;Sweden;1;0.9096045;431219.9;347164.2;1.056086;0.9606205;1.548038;1.246286;1;0.9170985;0.5686634;0.378168;0.1118244;0.1076376;0.0564708;0.0493958
2010;150;690;SYC;Seychelles;0.5141243;0.440678;2235.469;2984.226;0.4180832;0.3583571;0.0027007;0.0036053;0.6730038;0.6413044;0.0935177;0.0737891;0.0590253;0.0515877;0.0000893;0.0001085
2009;150;690;SYC;Seychelles;0.4293785;0.4350283;2020.49;4393.874;0.3564394;0.3611293;0.0029915;0.0065054;0.6366907;0.6389892;0.1476455;0.2227973;0.0511514;0.051864;0.0001088;0.0001964
2008;150;690;SYC;Seychelles;0.5310735;0.6214689;2524.448;6551.683;0.424974;0.49731;0.0028471;0.007389;0.6807692;0.7254099;0.1283156;0.1395697;0.0588884;0.0668012;0.000113;0.0002695
2007;150;690;SYC;Seychelles;0.4971751;0.5593221;3140.729;6282.846;0.3999636;0.4499591;0.0041399;0.0082816;0.6654136;0.6941177;0.1313392;0.18373;0.0556908;0.0608253;0.0001303;0.0002503
2006;150;690;SYC;Seychelles;0.519774;0.5310735;3217.18;5293.791;0.4240608;0.4332796;0.0048753;0.0080222;0.6755725;0.6807692;0.2159284;0.2013044;0.0580149;0.0596961;0.0001639;0.0001928
2005;150;690;SYC;Seychelles;0.5706215;0.5536723;3288.034;4976.387;0.4649236;0.451114;0.0057283;0.0086698;0.6996047;0.6914063;0.1993762;0.1948802;0.0634605;0.0618282;0.0001934;0.0002514
2004;150;690;SYC;Seychelles;0.4915254;0.5254237;2749.835;3627.456;0.4100099;0.4382865;0.0054069;0.0071325;0.6629214;0.6781609;0.1957508;0.1827541;0.0567511;0.0596824;0.0001989;0.0001834
2003;150;690;SYC;Seychelles;0.4237288;0.4632768;2484.927;3093.107;0.3547441;0.3878536;0.0059858;0.0074508;0.6344086;0.6507353;0.1968272;0.1588092;0.0498367;0.0542879;0.0002117;0.0001844
2002;150;690;SYC;Seychelles;0.3954802;0.4350283;2049.125;1894.403;0.3360699;0.3696769;0.0057463;0.0053124;0.6232395;0.6389892;0.2125843;0.1246528;0.0478896;0.0528092;0.0002098;0.0001435
2001;150;690;SYC;Seychelles;0.3672316;0.4067796;1353.198;2202.123;0.3160403;0.3500754;0.0039416;0.0064143;0.6124567;0.6276596;0.1657104;0.2206558;0.0463928;0.0498017;0.0001555;0.0004258
2000;150;690;SYC;Seychelles;0.4067796;0.3389831;1006.599;1513.322;0.356842;0.2973683;0.0028422;0.004273;0.6276596;0.6020408;0.1361103;0.0858513;0.0500964;0.0436478;0.0000958;0.000081
1999;150;690;SYC;Seychelles;0.3615819;0.4180791;1058.316;3227.916;0.3291673;0.3805997;0.0033673;0.0102706;0.6103448;0.6321428;0.1633177;0.174556;0.048105;0.0531909;0.0001032;0.0001996
1998;150;690;SYC;Seychelles;0.3389831;0.4237288;806.2867;2716.585;0.3136599;0.3920749;0.0026601;0.0089625;0.6020408;0.6344086;0.1045599;0.1348555;0.0450466;0.0541259;0.0000788;0.0002349
1997;150;690;SYC;Seychelles;0.3333333;0.4180791;846.6426;2267.524;0.3153057;0.3954681;0.0027699;0.0074184;0.6;0.6321428;0.0857924;0.1441493;0.045161;0.0552335;0.0000699;0.0001964
1996;150;690;SYC;Seychelles;0.3276836;0.3559322;900.9575;2174.747;0.3247117;0.352704;0.0030593;0.0073846;0.597973;0.6082474;0.1457158;0.1946073;0.0459964;0.0492833;0.0001675;0.0004271
1995;150;690;SYC;Seychelles;0.2485876;0.3672316;402.8817;1672.209;0.2625298;0.3878282;0.0014463;0.0060031;0.5709677;0.6124567;0.068727;0.1118362;0.0384419;0.0534639;0.0000355;0.0001855
2010;151;760;SYR;Syria;0.6045198;0.5819209;43949.13;93823.8;0.4915924;0.4732151;0.0530956;0.1133499;0.7165992;0.7051793;0.66887;0.3396556;0.0682283;0.0659129;0.0019501;0.0042566
2009;151;760;SYR;Syria;0.5875706;0.5480226;28012.62;78115.94;0.4877591;0.4549292;0.0414747;0.1156563;0.708;0.6887159;0.6406056;0.4411003;0.0682491;0.0642564;0.0016832;0.0043896
2008;151;760;SYR;Syria;0.8135593;0.6610169;75242.44;115658.5;0.651024;0.528957;0.0848588;0.1304404;0.8428571;0.7468355;0.6952181;0.3655422;0.0837076;0.0711067;0.0027453;0.0041167
2007;151;760;SYR;Syria;0.8248588;0.6779661;54847.57;94393.66;0.6635761;0.545405;0.0722958;0.1244224;0.8509616;0.7564102;0.6281884;0.3644923;0.0848904;0.0731868;0.0021978;0.0035638
2006;151;760;SYR;Syria;0.819209;0.7344633;51684.15;68468.39;0.6683568;0.5992164;0.0783216;0.1037563;0.84689;0.7901786;0.6114618;0.389514;0.0849713;0.0785073;0.0022952;0.0028764
2005;151;760;SYR;Syria;0.8022599;0.6836158;36545.28;59354.36;0.6536549;0.5569876;0.0636685;0.103406;0.8349057;0.7596567;0.619683;0.4134043;0.0841747;0.0739027;0.0022109;0.0026677
2004;151;760;SYR;Syria;0.7627119;0.6158192;34628.48;50831.93;0.6362222;0.5136906;0.0680884;0.0999485;0.8082192;0.722449;0.5553446;0.4002483;0.0826678;0.0698648;0.002196;0.0027224
2003;151;760;SYR;Syria;0.8361582;0.6779661;35429.25;39344.23;0.7000284;0.5675906;0.0853438;0.0947744;0.8592233;0.7564102;0.6541784;0.3606088;0.0882583;0.0750629;0.002899;0.0025625
2002;151;760;SYR;Syria;0.6949152;0.5649717;36976.49;33672.9;0.5905228;0.4800999;0.1036914;0.0944273;0.7662337;0.6968504;0.617973;0.366156;0.0787739;0.0661414;0.0027738;0.0026038
2001;151;760;SYR;Syria;0.6779661;0.5423729;32209.36;32180.33;0.5834589;0.4667671;0.0938192;0.0937347;0.7564102;0.6860465;0.5751211;0.3380534;0.0777401;0.0646504;0.0025756;0.0022532
2000;151;760;SYR;Syria;0.6214689;0.4915254;25579.15;20420.12;0.5451752;0.431184;0.0722254;0.0576583;0.7254099;0.6629214;0.5358436;0.3345027;0.0735105;0.060879;0.0020194;0.0014951
1999;151;760;SYR;Syria;0.5536723;0.4689265;18477.46;21278.27;0.5040374;0.4268888;0.0587914;0.067703;0.6914063;0.6531366;0.6102334;0.3660411;0.0697881;0.0603121;0.0016909;0.0018163
1998;151;760;SYR;Syria;0.5423729;0.480226;15399.46;23356.2;0.5018559;0.4443515;0.0508058;0.0770567;0.6860465;0.6579925;0.5325959;0.3430465;0.0697428;0.0632872;0.001377;0.0021507
1997;151;760;SYR;Syria;0.5310735;0.4576271;19640.01;20688.31;0.5023515;0.4328773;0.0642538;0.0676834;0.6807692;0.6483517;0.5833989;0.3342602;0.0697678;0.0616059;0.001602;0.001971
1996;151;760;SYR;Syria;0.5028248;0.4350283;17803.5;23612.83;0.4982645;0.4310827;0.0604541;0.0801804;0.6679245;0.6389892;0.567634;0.3402977;0.0692175;0.0623254;0.001915;0.0026892
1995;151;760;SYR;Syria;0.4519774;0.3841808;16111.99;21131.93;0.477327;0.4057279;0.0578405;0.0758616;0.6459854;0.6188811;0.4437428;0.3075181;0.0673802;0.059587;0.0019683;0.0026745
2010;152;148;TCD;Chad;0.3163842;0.4011299;15347.78;7121.844;0.257282;0.3261968;0.0185419;0.008604;0.5939597;0.6254417;0.7320648;0.2064043;0.0367974;0.0471319;0.0018414;0.0003975
2009;152;148;TCD;Chad;0.3220339;0.3898305;11163.94;4235.767;0.2673295;0.3236094;0.016529;0.0062714;0.5959596;0.6210526;0.759766;0.1729713;0.0391862;0.0467993;0.0017341;0.0003558
2008;152;148;TCD;Chad;0.2881356;0.3898305;18894.6;3620.838;0.230571;0.311949;0.0213094;0.0040836;0.5841584;0.6210526;0.7496673;0.1347676;0.0338903;0.0451694;0.0023529;0.0002354
2007;152;148;TCD;Chad;0.3050847;0.3785311;12371.38;2850.721;0.2454322;0.3045178;0.016307;0.0037576;0.59;0.6167247;0.6881867;0.1419935;0.0353673;0.0440774;0.0017459;0.0002387
2006;152;148;TCD;Chad;0.3220339;0.3785311;12084.08;2318.549;0.2627333;0.3088269;0.0183121;0.0035135;0.5959596;0.6167247;0.6498407;0.1240792;0.0376615;0.0448553;0.0019254;0.0001849
2005;152;148;TCD;Chad;0.3107345;0.3785311;10396.13;2144.619;0.2531762;0.3084147;0.0181119;0.0037363;0.5919732;0.6167247;0.6636425;0.1454591;0.0362428;0.0441397;0.0017539;0.0001825
2004;152;148;TCD;Chad;0.299435;0.3615819;6831.341;1788.808;0.2497762;0.3016165;0.0134321;0.0035173;0.5880399;0.6103448;0.5146845;0.1401004;0.0367004;0.043546;0.0011816;0.0001623
2003;152;148;TCD;Chad;0.3107345;0.3898305;514.7752;1768.033;0.2601457;0.3263646;0.00124;0.0042589;0.5919732;0.6210526;0.0573445;0.1680436;0.0374952;0.0468238;0.0000589;0.0002252
2002;152;148;TCD;Chad;0.259887;0.3559322;357.3792;2003.34;0.2208459;0.3024629;0.0010022;0.0056179;0.5746753;0.6082474;0.0631306;0.223374;0.0309362;0.0440315;0.0000284;0.0004178
2001;152;148;TCD;Chad;0.299435;0.3559322;448.7985;1747.802;0.2576944;0.306316;0.0013073;0.005091;0.5880399;0.6082474;0.0710974;0.2202405;0.0363725;0.0441632;0.0000318;0.0004073
2000;152;148;TCD;Chad;0.3163842;0.299435;500.55;636.6108;0.2775438;0.2626753;0.0014134;0.0017975;0.5939597;0.5880399;0.0794787;0.1271197;0.0401364;0.0387259;0.0000285;0.0000644
1999;152;148;TCD;Chad;0.2881356;0.3276836;569.8513;511.8781;0.2623052;0.2983079;0.0018131;0.0016287;0.5841584;0.597973;0.0896211;0.1236336;0.0367727;0.0440564;0.0000459;0.0000513
1998;152;148;TCD;Chad;0.3389831;0.3163842;736.1659;677.9233;0.3136599;0.2927492;0.0024288;0.0022366;0.6020408;0.5939597;0.1234483;0.1469765;0.0441854;0.0423468;0.000066;0.0000774
1997;152;148;TCD;Chad;0.2711864;0.299435;736.647;673.2642;0.2565199;0.2832407;0.00241;0.0022026;0.5784314;0.5880399;0.1197628;0.1271268;0.0367071;0.0419124;0.0000522;0.0000621
1996;152;148;TCD;Chad;0.2768362;0.2768362;652.6568;805.1096;0.2743254;0.2743254;0.0022162;0.0027339;0.5803279;0.5803279;0.1281868;0.1526466;0.0397924;0.0404444;0.0000594;0.0001014
1995;152;148;TCD;Chad;0.2429378;0.3841808;672.492;1261.652;0.2565632;0.4057279;0.0024142;0.0045292;0.5691319;0.6188811;0.1179682;0.1573425;0.0382622;0.0561131;0.0000764;0.0001768
2010;153;768;TGO;Togo;0.5536723;0.6779661;6947.76;17152.7;0.4502435;0.5513186;0.0083937;0.0207224;0.6914063;0.7564102;0.1676451;0.2928119;0.0590038;0.0719912;0.0001915;0.0010501
2009;153;768;TGO;Togo;0.3502825;0.4237288;3654.343;16129.31;0.2907795;0.3517494;0.0054105;0.0238806;0.6061644;0.6344086;0.2393703;0.4008377;0.042098;0.0509163;0.0002407;0.0013432
2008;153;768;TGO;Togo;0.3898305;0.4915254;9557.468;19550.56;0.311949;0.393327;0.010779;0.0220492;0.6210526;0.6629214;0.5013993;0.3320315;0.0441448;0.0560248;0.0002302;0.0010689
2007;153;768;TGO;Togo;0.5141243;0.740113;6138.25;20039.46;0.4135988;0.5954005;0.008091;0.0264145;0.6730038;0.793722;0.3628665;0.3413678;0.053381;0.0764509;0.0001377;0.001213
2006;153;768;TGO;Togo;0.3954802;0.4689265;3059.08;14068.03;0.322655;0.3825766;0.0046357;0.0213185;0.6232395;0.6531366;0.1223307;0.3599597;0.0464334;0.0547841;0.0000971;0.0009085
2005;153;768;TGO;Togo;0.5706215;0.6779661;3881.947;10462.44;0.4649236;0.5523844;0.0067631;0.0182275;0.6996047;0.7564102;0.1380588;0.3506106;0.0615539;0.0726745;0.0000967;0.0006386
2004;153;768;TGO;Togo;0.5367231;0.6892655;3331.617;8759.075;0.4477119;0.5749564;0.0065508;0.0172226;0.6833977;0.762931;0.1532969;0.3266259;0.0592267;0.0749371;0.0001042;0.0005525
2003;153;768;TGO;Togo;0.59887;0.7231638;6351.256;8499.271;0.5013717;0.6054299;0.0152992;0.0204735;0.7137097;0.7831858;0.3615395;0.2746437;0.0647505;0.0770121;0.0001423;0.0005434
2002;153;768;TGO;Togo;0.5875706;0.7570621;2226.338;6946.284;0.4993039;0.6433338;0.0062432;0.0194791;0.708;0.8045455;0.1311563;0.2856688;0.0666478;0.0813686;0.0000573;0.0004073
2001;153;768;TGO;Togo;0.5932204;0.6440678;2689.999;4563.959;0.5105266;0.554286;0.0078354;0.0132939;0.7108434;0.7375;0.2095035;0.1904102;0.0671277;0.0733109;0.0000736;0.0003473
2000;153;768;TGO;Togo;0.5480226;0.6214689;2137.564;4434.638;0.4807454;0.5451752;0.0060356;0.0125217;0.6887159;0.7254099;0.1512018;0.2088595;0.0636895;0.0716336;0.0000468;0.0002616
1999;153;768;TGO;Togo;0.5706215;0.6610169;2726.883;4797.797;0.5194671;0.601759;0.0086764;0.0152656;0.6996047;0.7468355;0.1191619;0.2289307;0.0665747;0.0774948;0.000111;0.0003782
1998;153;768;TGO;Togo;0.5649717;0.6101695;2623.311;4834.769;0.5227665;0.5645878;0.0086548;0.0159509;0.6968504;0.7195122;0.1429287;0.2435456;0.0682682;0.0729982;0.0001694;0.0004421
1997;153;768;TGO;Togo;0.519774;0.6271186;2863.772;5026.197;0.4916631;0.5932022;0.009369;0.0164436;0.6755725;0.728395;0.1403004;0.2295808;0.0644437;0.0745595;0.0001732;0.0004575
