all_codes,country_code_2,country_code_1,log_normalized_n_events_all,log_normalized_mean_imports_dollars,centroid_dist_meters,wals_euclidean_dist,asjp_dist,country_name_1,country_name_2,cont_order_1,cont_order_2
EGMK,MK,EG,NA,-25.28033167371581,1805201.253889964,25.097341956893874,NA,Egypt,The former Yugoslav Republic of Macedonia,1,4
FIMK,MK,FI,NA,-24.46378344097633,2480997.4719356583,79.99179899872915,0.8020861192832308,Finland,The former Yugoslav Republic of Macedonia,4,4
IDMK,MK,ID,NA,-25.541785685244438,11052912.03738343,138.29394384517803,0.879736114825711,Indonesia,The former Yugoslav Republic of Macedonia,3,4
JOMK,MK,JO,NA,-24.83272923858543,1735530.2067535499,25.097341956893874,NA,Jordan,The former Yugoslav Republic of Macedonia,3,4
MKMY,MK,MY,NA,-25.803787457036176,9874616.408351067,NA,NA,Malaysia,The former Yugoslav Republic of Macedonia,3,4
MKNZ,MK,NZ,NA,-26.472407891821568,17728487.098201346,149.73802994724304,0.8036016760274584,New Zealand,The former Yugoslav Republic of Macedonia,5,4
MKPH,MK,PH,NA,-26.55752409271509,9865870.843172276,149.73802994724304,0.8036016760274584,Philippines,The former Yugoslav Republic of Macedonia,3,4
MKPK,MK,PK,NA,-26.589203260669123,4460659.379077082,33.753417222034614,0.8008380137291611,Pakistan,The former Yugoslav Republic of Macedonia,3,4
MKSA,MK,SA,NA,-27.810490864232353,2825514.767065446,25.097341956893874,NA,Saudi Arabia,The former Yugoslav Republic of Macedonia,3,4
MKSE,MK,SE,NA,-23.401131578435287,2292694.298274473,79.99179899872915,0.8020861192832308,Sweden,The former Yugoslav Republic of Macedonia,4,4
MKSG,MK,SG,NA,-27.449178396395983,9237724.369936125,149.73802994724304,0.8036016760274584,Singapore,The former Yugoslav Republic of Macedonia,3,4
MKTW,MK,TW,NA,-25.033942401508565,8962826.68925081,123.81308206044419,0.9105821520905768,"Taiwan, Province of China",The former Yugoslav Republic of Macedonia,3,4
MKZA,MK,ZA,NA,-26.564647814359443,8006998.509624025,149.73802994724304,0.8036016760274584,South Africa,The former Yugoslav Republic of Macedonia,1,4
ATMX,MX,AT,NA,-23.42885861062559,9888819.739968756,160.22523713848832,0.8289203886957297,Austria,Mexico,4,2
BYMX,MX,BY,NA,-25.746382552798078,10299710.393937176,204.3991304513062,0.8257109744138361,Belarus,Mexico,4,2
CHMX,MX,CH,NA,-23.08480660938573,9565216.307089811,160.22523713848832,0.8289203886957297,Switzerland,Mexico,4,2
CZMX,MX,CZ,NA,-23.036838505124557,9838846.589453766,NA,0.8037799768208969,Czech Republic,Mexico,4,2
DKMX,MX,DK,NA,-24.454168230391737,9180128.67768876,216.47887685876148,0.8176874387091022,Denmark,Mexico,4,2
EEMX,MX,EE,NA,-26.14683972863833,9744155.03121418,NA,0.8659178033342247,Estonia,Mexico,4,2
FIMX,MX,FI,NA,-24.038166885586044,9362220.193747178,154.97591079724694,0.8430953017740929,Finland,Mexico,4,2
HRMX,MX,HR,NA,-25.67171067714135,10162805.654594012,NA,0.8178657395025407,Croatia,Mexico,4,2
IEMX,MX,IE,NA,-23.10101887567584,8252426.223220835,143.3610265111319,0.8321298029776233,Ireland,Mexico,4,2
ITMX,MX,IT,NA,-22.571534772081208,10132654.022393549,145.24048083861365,0.5058393509851119,Italy,Mexico,4,2
LTMX,MX,LT,NA,-26.014880589750625,9882415.35909362,159.98652967384533,0.842471248997058,Lithuania,Mexico,4,2
MAMX,MX,MA,NA,-24.933748406757157,9303409.236496754,166.39748513958506,NA,Morocco,Mexico,1,2
MKMX,MX,MK,NA,-27.45063732741321,10804756.03294913,159.75778112156726,0.8312382990104306,The former Yugoslav Republic of Macedonia,Mexico,4,2
MXNO,MX,NO,NA,-24.562977645261732,8844235.947014483,164.44050145199418,0.81189266292235,Norway,Mexico,4,2
MXNZ,MX,NZ,NA,-23.88482824680295,11237658.711313216,143.3610265111319,0.8321298029776233,New Zealand,Mexico,5,2
MXOM,MX,OM,NA,-27.375109822552464,14635457.062985057,166.39748513958506,NA,Oman,Mexico,3,2
MXPL,MX,PL,NA,-24.288601447999675,9970376.710703516,157.4384967574179,0.8116252117321923,Poland,Mexico,4,2
MXPT,MX,PT,NA,-24.397785715097037,8741048.673208494,148.58768454288068,0.6058660961041276,Portugal,Mexico,4,2
MXSE,MX,SE,NA,-23.503925282799283,9066132.143362774,154.97591079724694,0.8430953017740929,Sweden,Mexico,4,2
MXSG,MX,SG,NA,-21.7649495034093,16141780.34206764,143.3610265111319,0.8321298029776233,Singapore,Mexico,3,2
MXSI,MX,SI,NA,-24.905680164014434,10072217.129642293,159.87777932268634,0.8084157974502987,Slovenia,Mexico,4,2
MXSK,MX,SK,NA,-24.346268757309772,10173464.563150605,NA,0.8118035125256308,Slovakia,Mexico,4,2
MXTH,MX,TH,NA,-22.953732434547945,15175615.890213653,194.20987149930346,0.8541499509672819,Thailand,Mexico,3,2
MXTW,MX,TW,NA,-21.53214494872773,13039400.521400068,190.07812831305262,0.8645805473834359,"Taiwan, Province of China",Mexico,3,2
MXUA,MX,UA,NA,-23.329492292444154,10815666.232954923,159.31651701347855,0.8104662565748417,Ukraine,Mexico,4,2
AENL,NL,AE,NA,-20.629346007923814,5135353.756724281,NA,NA,United Arab Emirates,Netherlands,3,4
BHNL,NL,BH,NA,-22.582949707256866,4739713.931558947,NA,NA,Bahrain,Netherlands,3,4
BYNL,NL,BY,NA,-22.051147030866268,1494240.4314047876,NA,0.823303913702416,Belarus,Netherlands,4,4
FINL,NL,FI,NA,-20.185498710882857,1730224.329489815,NA,0.6053311937238122,Finland,Netherlands,4,4
KHNL,NL,KH,NA,-23.78078907627586,9487992.432237934,NA,0.880092716412588,Cambodia,Netherlands,3,4
NLNZ,NL,NZ,NA,-22.516609955300847,18573581.830525383,NA,0.5849157528751002,New Zealand,Netherlands,5,4
NLSI,NL,SI,NA,-20.868492306515034,973116.8315362055,NA,0.8312382990104306,Slovenia,Netherlands,4,4
AENO,NO,AE,NA,-22.83432978634895,5356115.7043952625,59.34987452786549,NA,United Arab Emirates,Norway,3,4
BHNO,NO,BH,NA,-24.087083827280622,5002052.796040053,59.34987452786549,NA,Bahrain,Norway,3,4
MYNO,NO,MY,NA,-22.767056470390596,10420855.21620807,NA,NA,Malaysia,Norway,3,4
NONZ,NO,NZ,NA,-23.86714486350763,17571399.8915625,151.996245195928,0.6033698849959883,New Zealand,Norway,5,4
NOSG,NO,SG,NA,-21.292599878030046,10082830.33984888,151.996245195928,0.6033698849959883,Singapore,Norway,3,4
NOTW,NO,TW,NA,-22.394019338363506,8699104.647306975,134.49184076550884,0.8936435767139164,"Taiwan, Province of China",Norway,3,4
KZOM,OM,KZ,NA,-25.300491924507167,3163073.1547562727,33.53410112144537,NA,Kazakhstan,Oman,3,3
NZOM,OM,NZ,NA,-22.063017747458357,13769627.224796936,156.59282004870923,NA,New Zealand,Oman,5,3
OMTW,OM,TW,NA,-21.498267483195857,6533595.224720712,123.05034102332374,NA,"Taiwan, Province of China",Oman,3,3
AEPE,PE,AE,NA,-25.583652225726983,14522796.3081913,166.39748513958506,NA,United Arab Emirates,Peru,3,2
ATPE,PE,AT,NA,-24.184983193921205,10785460.885184908,160.22523713848832,0.8289203886957297,Austria,Peru,4,2
BEPE,PE,BE,NA,-23.074721298823075,10188593.832141144,NA,0.8307925470268342,Belgium,Peru,4,2
BGPE,PE,BG,NA,-24.387775473499108,11668992.959693985,156.8638769895623,0.8362307212267094,Bulgaria,Peru,4,2
BHPE,PE,BH,NA,-25.54204286948726,14144033.751850998,166.39748513958506,NA,Bahrain,Peru,3,2
BYPE,PE,BY,NA,-24.890600754704458,11842535.618452469,204.3991304513062,0.8257109744138361,Belarus,Peru,4,2
CHPE,PE,CH,NA,-24.100855175072947,10381182.879791962,160.22523713848832,0.8289203886957297,Switzerland,Peru,4,2
DKPE,PE,DK,NA,-24.66018620906325,10693198.151748462,216.47887685876148,0.8176874387091022,Denmark,Peru,4,2
DZPE,PE,DZ,NA,-25.602039721879162,9479849.726291502,166.39748513958506,NA,Algeria,Peru,1,2
FIPE,PE,FI,NA,-23.223318057636483,11602941.220093532,154.97591079724694,0.8430953017740929,Finland,Peru,4,2
HRPE,PE,HR,NA,-25.399681056782008,10923140.314863257,NA,0.8178657395025407,Croatia,Peru,4,2
HUPE,PE,HU,NA,-25.808364086139058,11284843.261886489,181.00843385821494,0.9013105108317732,Hungary,Peru,4,2
IDPE,PE,ID,NA,-25.01158352471914,17601064.760967758,206.9324774269126,0.8756351965766247,Indonesia,Peru,3,2
IEPE,PE,IE,NA,-25.5124312432101,9486600.416291775,143.3610265111319,0.8321298029776233,Ireland,Peru,4,2
ILPE,PE,IL,NA,-24.532110601507135,12561743.292522814,165.19721308030353,NA,Israel,Peru,3,2
KZPE,PE,KZ,NA,-25.492898024692284,14634593.212412225,160.01571900764947,0.9077293393955602,Kazakhstan,Peru,3,2
LVPE,PE,LV,NA,-24.743801609640744,11617059.813222181,179.95096285250608,NA,Latvia,Peru,4,2
MKPE,PE,MK,NA,-27.19993871622346,11420040.275136914,159.75778112156726,0.8312382990104306,The former Yugoslav Republic of Macedonia,Peru,4,2
NLPE,PE,NL,NA,-23.363042229659637,10348897.921490172,NA,0.8307925470268342,Netherlands,Peru,4,2
NZPE,PE,NZ,NA,-24.178229090293673,10876748.27540283,143.3610265111319,0.8321298029776233,New Zealand,Peru,5,2
OMPE,PE,OM,NA,-25.939357466769795,14869094.73506585,166.39748513958506,NA,Oman,Peru,3,2
PEPK,PE,PK,NA,-26.091976639380093,15868591.981542643,160.2820044053088,0.8003922617455648,Pakistan,Peru,3,2
PEQA,PE,QA,NA,-26.32243950315785,14225661.437216239,166.39748513958506,NA,Qatar,Peru,3,2
PESA,PE,SA,NA,-26.951447113795894,13604765.584266782,166.39748513958506,NA,Saudi Arabia,Peru,3,2
PESI,PE,SI,NA,-25.73900802851695,10910146.911904234,159.87777932268634,0.8084157974502987,Slovenia,Peru,4,2
PESK,PE,SK,NA,-24.84262933973984,11255736.547756525,NA,0.8118035125256308,Slovakia,Peru,4,2
PETH,PE,TH,NA,-24.330414480967217,19331361.302000422,194.20987149930346,0.8541499509672819,Thailand,Peru,3,2
PETW,PE,TW,NA,-22.867423493164694,17654026.197790433,190.07812831305262,0.8645805473834359,"Taiwan, Province of China",Peru,3,2
PEUA,PE,UA,NA,-24.451752461665212,12168524.427572085,159.31651701347855,0.8104662565748417,Ukraine,Peru,4,2
KHPK,PK,KH,NA,-25.960168873997052,4064843.467320337,81.48691552799576,0.8873138985468485,Cambodia,Pakistan,3,3
PKSG,PK,SG,NA,-22.01481311272188,4786546.09374521,152.64404428355306,0.848176874387091,Singapore,Pakistan,3,3
BHPL,PL,BH,NA,-26.103049909754134,3861866.348626683,63.2763644027041,NA,Bahrain,Poland,3,4
KHPL,PL,KH,NA,-27.354784759650713,8541499.505745476,96.61366024805578,0.9020237140055274,Cambodia,Poland,3,4
MYPL,PL,MY,NA,-23.204205299125924,9970641.32466075,NA,NA,Malaysia,Poland,3,4
OMPL,PL,OM,NA,-25.35758794258378,4691749.352124891,63.2763644027041,NA,Oman,Poland,3,4
PLSA,PL,SA,NA,-24.391114125692518,3672867.5626725415,63.2763644027041,NA,Saudi Arabia,Poland,3,4
PLSG,PL,SG,NA,-22.925256358807538,9474250.705852633,149.72593886723124,0.8471070696264598,Singapore,Poland,3,4
PLTH,PL,TH,NA,-23.662165594478232,8027065.262874983,138.50125023986325,0.8749219934028706,Thailand,Poland,3,4
AEPT,PT,AE,NA,-22.93240720116621,5996511.518932555,70.66751913990753,NA,United Arab Emirates,Portugal,3,4
ATPT,PT,AT,NA,-21.78498060161194,1924219.4689821661,67.16845004095326,0.8338236605152893,Austria,Portugal,4,4
BHPT,PT,BH,NA,-24.488310040520744,5579118.493731488,70.66751913990753,NA,Bahrain,Portugal,3,4
BYPT,PT,BY,NA,-24.207586159021364,3106951.6675733505,146.13897468810703,0.8373005259873406,Belarus,Portugal,4,4
DKPT,PT,DK,NA,-22.033744002465188,2263233.4235244743,119.76789563827117,0.8452349112953552,Denmark,Portugal,4,4
FIPT,PT,FI,NA,-21.945960723925232,3512763.7895531054,70.14950652788242,0.859944726754034,Finland,Portugal,4,4
HUPT,PT,HU,NA,-22.854207970588945,2403289.0586354462,178.03285780784915,0.87358473745208165,Hungary,Portugal,4,4
IDPT,PT,ID,NA,-24.96315002663964,13571734.209551334,147.74487835799937,0.8997949540875457,Indonesia,Portugal,3,4
IQPT,PT,IQ,NA,-22.736411656816763,4659127.7619932145,70.66751913990753,NA,Iraq,Portugal,3,4
JOPT,PT,JO,NA,-24.818092054052887,4068228.861064445,70.66751913990753,NA,Jordan,Portugal,3,4
KRPT,PT,KR,NA,-23.67609190636725,10380824.151680661,143.89760583642905,0.9008647588481768,Republic of Korea,Portugal,3,4
KWPT,PT,KW,NA,-24.071981941231723,5151353.08378358,70.66751913990753,NA,Kuwait,Portugal,3,4
KZPT,PT,KZ,NA,-21.559720710908874,5933474.994180515,64.6071865027499,0.8952482838548631,Kazakhstan,Portugal,3,4
MKPT,PT,MK,NA,-23.874509181531515,2533439.897979879,66.1231641158459,0.827048230364625,The former Yugoslav Republic of Macedonia,Portugal,4,4
MYPT,PT,MY,NA,-23.332551327779957,12391637.684197934,NA,NA,Malaysia,Portugal,3,4
NOPT,PT,NO,NA,-21.791462894643992,2785375.5991308964,74.68157095026272,0.8441651065347241,Norway,Portugal,4,4
NZPT,PT,NZ,NA,-24.759523405142094,19712113.570414443,142.1286442918744,0.8577159668360523,New Zealand,Portugal,5,4
OMPT,PT,OM,NA,-24.91610570571286,6437907.907723669,70.66751913990753,NA,Oman,Portugal,3,4
PKPT,PT,PK,NA,-24.007253810996204,6991742.879578708,68.15926799132569,0.7678523669430328,Pakistan,Portugal,3,4
PTQA,PT,QA,NA,-23.97541896382105,5672269.771302702,70.66751913990753,NA,Qatar,Portugal,3,4
PTSG,PT,SG,NA,-22.88691413508475,11771133.271047128,142.1286442918744,0.8577159668360523,Singapore,Portugal,3,4
PTSK,PT,SK,NA,-21.915986787298475,2406715.323338284,NA,0.8381920299545332,Slovakia,Portugal,4,4
PTTH,PT,TH,NA,-24.565459519572592,10438043.141080294,140.59629301701676,0.8447000089150397,Thailand,Portugal,3,4
PTTW,PT,TW,NA,-23.779395311932635,11204900.351821411,136.74124982261395,0.8935544263171972,"Taiwan, Province of China",Portugal,3,4
NZQA,QA,NZ,NA,-22.035949901365612,14539614.367117848,156.59282004870923,NA,New Zealand,Qatar,5,3
PHQA,QA,PH,NA,-22.613371994721668,7485681.841008955,156.59282004870923,NA,Philippines,Qatar,3,3
QASG,QA,SG,NA,-19.97451514981374,6235792.180234661,156.59282004870923,NA,Singapore,Qatar,3,3
QATW,QA,TW,NA,-21.470565812831584,6966469.1204143455,123.05034102332374,NA,"Taiwan, Province of China",Qatar,3,3
AURO,RO,AU,NA,-24.55320637676981,13501666.766654845,150.89471534217884,0.7723990371757155,Australia,Romania,5,4
BHRO,RO,BH,NA,-25.806907520403936,3171881.4324191553,30.524406736729144,NA,Bahrain,Romania,3,4
PHRO,RO,PH,NA,-25.240254708028072,9512254.23417232,150.89471534217884,0.7723990371757155,Philippines,Romania,3,4
ROSG,RO,SG,NA,-23.37656651726067,9045215.72510612,150.89471534217884,0.7723990371757155,Singapore,Romania,3,4
ROTH,RO,TH,NA,-24.087132518645355,7670961.432515817,136.62850220680082,0.8873138985468485,Thailand,Romania,3,4
ROTW,RO,TW,NA,-24.10855550402943,8563110.55684245,124.78941536589701,0.8931978247303201,"Taiwan, Province of China",Romania,3,4
ROZA,RO,ZA,NA,-24.77859391008677,8460883.582773084,150.89471534217884,0.7723990371757155,South Africa,Romania,1,4
RUTW,RU,TW,NA,-22.683220161945197,4325906.063807532,179.5761351263219,0.8742979406258357,"Taiwan, Province of China",Russian Federation,3,4
KHSA,SA,KH,NA,-28.307200149194458,6406099.543148133,92.14664619411559,NA,Cambodia,Saudi Arabia,3,3
SATW,SA,TW,NA,-20.662204259970576,7586310.399536551,123.05034102332374,NA,"Taiwan, Province of China",Saudi Arabia,3,3
IDSE,SE,ID,NA,-23.11686754142846,11290024.396068336,152.25017324668661,0.8963180886154943,Indonesia,Sweden,3,4
KZSE,SE,KZ,NA,-22.298146038430136,3596228.9232968963,80.68870199684422,0.912989212801997,Kazakhstan,Sweden,3,4
OMSE,SE,OM,NA,-22.98821308023158,5571425.706897254,83.39008607952832,NA,Oman,Sweden,3,4
QASE,SE,QA,NA,-22.866676608632456,4875057.994037343,83.39008607952832,NA,Qatar,Sweden,3,4
SETW,SE,TW,NA,-21.80775021400663,8466926.803797571,145.48428938994067,0.8854417402157438,"Taiwan, Province of China",Sweden,3,4
AUSI,SI,AU,NA,-23.852471193738882,14260270.030479966,149.86605120823214,0.7932602300080236,Australia,Slovenia,5,4
BHSI,SI,BH,NA,-23.570957661843924,3845243.606276812,24.15097796013877,NA,Bahrain,Slovenia,3,4
BYSI,SI,BY,NA,-22.2958530042696,1189054.443662205,130.28278292869368,0.4800748863332442,Belarus,Slovenia,4,4
DKSI,SI,DK,NA,-21.087853248082087,1143022.164541639,99.90576029518324,0.8222341089417848,Denmark,Slovenia,4,4
DZSI,SI,DZ,NA,-22.16957760343376,2294533.796762831,24.15097796013877,NA,Algeria,Slovenia,1,4
FISI,SI,FI,NA,-21.631318161579145,2085987.200190897,80.41480349757808,0.801462066506196,Finland,Slovenia,4,4
IDSI,SI,ID,NA,-24.453974167963562,11560113.060770832,138.37952874023097,0.8685923152358028,Indonesia,Slovenia,3,4
IQSI,SI,IQ,NA,-25.655422113942233,2854971.1389511717,24.15097796013877,NA,Iraq,Slovenia,3,4
JOSI,SI,JO,NA,-24.36981677164071,2468546.3697679495,24.15097796013877,NA,Jordan,Slovenia,3,4
KHSI,SI,KH,NA,-25.91101559639523,8965041.327404065,88.8795202880778,0.8929303735401622,Cambodia,Slovenia,3,4
KWSI,SI,KW,NA,-24.05211219090795,3379950.447504097,24.15097796013877,NA,Kuwait,Slovenia,3,4
MASI,SI,MA,NA,-22.75934565176539,2343073.5423209723,24.15097796013877,NA,Morocco,Slovenia,1,4
MYSI,SI,MY,NA,-23.809164270695952,10380414.69325234,NA,NA,Malaysia,Slovenia,3,4
NZSI,SI,NZ,NA,-24.359812285565024,18287155.717695285,149.86605120823214,0.7932602300080236,New Zealand,Slovenia,5,4
OMSI,SI,OM,NA,-24.306993645164912,4706375.985000961,24.15097796013877,NA,Oman,Slovenia,3,4
PHSI,SI,PH,NA,-25.337433186320673,10226879.850163225,149.86605120823214,0.7932602300080236,Philippines,Slovenia,3,4
PKSI,SI,PK,NA,-24.608935698669022,5018415.623666496,33.05580640817262,0.8422037978069002,Pakistan,Slovenia,3,4
SASI,SI,SA,NA,-24.02185917542958,3551328.7003289014,24.15097796013877,NA,Saudi Arabia,Slovenia,3,4
SESI,SI,SE,NA,-21.288099759740145,1753314.2536916877,80.41480349757808,0.801462066506196,Sweden,Slovenia,4,4
SGSI,SI,SG,NA,-23.74083826428446,9803661.177124828,149.86605120823214,0.7932602300080236,Singapore,Slovenia,3,4
SITH,SI,TH,NA,-24.08816196650222,8426137.755366175,136.0425640546042,0.8847285370419897,Thailand,Slovenia,3,4
SITW,SI,TW,NA,-23.267081609449985,9242205.542072942,123.62472427648171,0.8945350806811091,"Taiwan, Province of China",Slovenia,3,4
SIUA,SI,UA,NA,-21.736107595196636,1296568.2847271152,34.29349606631552,0.4679504323794241,Ukraine,Slovenia,4,4
SIVN,SI,VN,NA,-24.380641767176407,8927697.464561878,135.30212721561756,0.9004190068645805,Viet Nam,Slovenia,3,4
SIZA,SI,ZA,NA,-23.78938182246438,8558100.75196725,149.86605120823214,0.7932602300080236,South Africa,Slovenia,1,4
AESK,SK,AE,NA,-23.45197649956193,4076199.0377076953,NA,NA,United Arab Emirates,Slovakia,3,4
AUSK,SK,AU,NA,-23.219555675555608,13926203.726342468,NA,0.80770259427654445,Australia,Slovakia,5,4
BHSK,SK,BH,NA,-25.37863206516576,3681655.1821252303,NA,NA,Bahrain,Slovakia,3,4
DKSK,SK,DK,NA,-20.743658142045934,1039220.994708704,NA,0.8531692966033699,Denmark,Slovakia,4,4
EGSK,SK,EG,NA,-23.81525448552836,2576802.5499317823,NA,NA,Egypt,Slovakia,1,4
FISK,SK,FI,NA,-21.081749876098645,1751226.039163464,NA,0.807524293483106,Finland,Slovakia,4,4
IDSK,SK,ID,NA,-24.622768177083007,11207758.556270773,NA,0.8795578140322724,Indonesia,Slovakia,3,4
INSK,SK,IN,NA,-25.10088326164602,5991647.368174396,NA,0.8249086208433628,India,Slovakia,3,4
KHSK,SK,KH,NA,-25.241479347461144,8607909.919217484,NA,0.887492199340287,Cambodia,Slovakia,3,4
MASK,SK,MA,NA,-22.78239120066377,2764024.144156234,NA,NA,Morocco,Slovakia,1,4
NZSK,SK,NZ,NA,-24.3387562783814,17920645.971098717,NA,0.80770259427654445,New Zealand,Slovakia,5,4
OMSK,SK,OM,NA,-25.195576068864142,4529559.671388756,NA,NA,Oman,Slovakia,3,4
PKSK,SK,PK,NA,-24.65352914142309,4712432.8460574495,NA,0.8387269323348489,Pakistan,Slovakia,3,4
SASK,SK,SA,NA,-24.90555286809015,3445694.9852890805,NA,NA,Saudi Arabia,Slovakia,3,4
SGSK,SK,SG,NA,-23.368194489440636,9485655.803743232,NA,0.80770259427654445,Singapore,Slovakia,3,4
SKTH,SK,TH,NA,-23.170663944527284,8077845.343237543,NA,0.8997949540875457,Thailand,Slovakia,3,4
SKZA,SK,ZA,NA,-23.18729327099765,8781040.729496954,NA,0.80770259427654445,South Africa,Slovakia,1,4
OMTR,TR,OM,NA,-23.9983506711293,2912620.739791057,118.9777237575461,NA,Oman,Turkey,3,3
KHTW,TW,KH,NA,-23.157129177380618,2082972.6018291977,145.6935126843363,0.9112953552643309,Cambodia,"Taiwan, Province of China",3,3
PKTW,TW,PK,NA,-23.818638068486248,5061922.949699386,126.04163190805852,0.8715342783275386,Pakistan,"Taiwan, Province of China",3,3
BHUA,UA,BH,NA,-27.741769432181925,3019270.7888139947,41.94417252588858,NA,Bahrain,Ukraine,3,4
DZUA,UA,DZ,NA,-22.249575391527912,3403745.6252459954,41.94417252588858,NA,Algeria,Ukraine,1,4
IDUA,UA,ID,NA,-22.639653235878754,10292896.0900945,141.47955295694143,0.9107604528840153,Indonesia,Ukraine,3,4
OMUA,UA,OM,NA,-23.210408845173376,3824317.1788878194,41.94417252588858,NA,Oman,Ukraine,3,4
PHUA,UA,PH,NA,-23.547328900507488,8930650.171267664,148.8808647331636,0.8524560934296158,Philippines,Ukraine,3,4
TWUA,UA,TW,NA,-22.586701782871838,7958514.2577058375,127.9546939269972,0.8824997771240082,"Taiwan, Province of China",Ukraine,3,4
BHZA,ZA,BH,NA,-23.236493447965458,6759095.1186076095,156.59282004870923,NA,Bahrain,South Africa,3,1
OMZA,ZA,OM,NA,-22.63078113313081,6576764.52572176,156.59282004870923,NA,Oman,South Africa,3,1
ARAT,AT,AR,NA,-23.753454109925446,11881878.71896573,160.22523713848832,0.8289203886957297,Argentina,Austria,2,4
ARBA,BA,AR,NA,-26.725280169718914,12001227.125237998,NA,0.8178657395025407,Argentina,Bosnia and Herzegovina,2,4
ARBE,BE,AR,NA,-22.724402545529703,11547547.337041954,NA,0.8307925470268342,Argentina,Belgium,2,4
ARBG,BG,AR,NA,-25.695124235191976,12441528.929825982,156.8638769895623,0.8362307212267094,Argentina,Bulgaria,2,4
ARBH,BH,AR,NA,-25.66995070301159,13764792.064401042,166.39748513958506,NA,Argentina,Bahrain,2,3
ARBY,BY,AR,NA,-23.50845481123218,13096265.774274334,204.3991304513062,0.8257109744138361,Argentina,Belarus,2,4
ARDK,DK,AR,NA,-23.37074435094559,12203034.106465332,216.47887685876148,0.8176874387091022,Argentina,Denmark,2,4
AREE,EE,AR,NA,-26.77809637069026,13207069.259923017,NA,0.8659178033342247,Argentina,Estonia,2,4
ARFI,FI,AR,NA,-23.777266690978646,13377498.61197661,154.97591079724694,0.8430953017740929,Argentina,Finland,2,4
ARHR,HR,AR,NA,-24.594667954936373,11895633.609983446,NA,0.8178657395025407,Argentina,Croatia,2,4
ARHU,HU,AR,NA,-25.17550358251856,12298487.269307569,181.00843385821494,0.9013105108317732,Argentina,Hungary,2,4
ARIE,IE,AR,NA,-23.930782059775947,11092764.676934043,143.3610265111319,0.8321298029776233,Argentina,Ireland,2,4
ARKH,KH,AR,NA,-26.919969360659604,17448487.689592857,161.9479815256586,0.8775073549077294,Argentina,Cambodia,2,3
ARKW,KW,AR,NA,-24.833175623198088,13677852.671771046,166.39748513958506,NA,Argentina,Kuwait,2,3
ARMA,MA,AR,NA,-23.65197064456841,9598913.13571708,166.39748513958506,NA,Argentina,Morocco,2,1
ARMK,MK,AR,NA,-25.256418771232997,12162891.031209396,159.75778112156726,0.8312382990104306,Argentina,The former Yugoslav Republic of Macedonia,2,4
ARMY,MY,AR,NA,-22.455053967674992,16512131.650292825,NA,NA,Argentina,Malaysia,2,3
ARNO,NO,AR,NA,-24.50284280198504,12549518.537124932,164.44050145199418,0.81189266292235,Argentina,Norway,2,4
ARPT,PT,AR,NA,-24.15084615800375,10005816.105747156,148.58768454288068,0.6058660961041276,Argentina,Portugal,2,4
ARSE,SE,AR,NA,-23.800443801273314,12779626.915762179,154.97591079724694,0.8430953017740929,Argentina,Sweden,2,4
ARSG,SG,AR,NA,-23.214780803195804,16189052.919569299,143.3610265111319,0.8321298029776233,Argentina,Singapore,2,3
ARSI,SI,AR,NA,-23.25131029959399,11936662.924954262,159.87777932268634,0.8084157974502987,Argentina,Slovenia,2,4
ARSK,SK,AR,NA,-24.31291402749041,12353299.651945619,NA,0.8118035125256308,Argentina,Slovakia,2,4
ARTH,TH,AR,NA,-23.523495260096315,17380807.275326755,194.20987149930346,0.8541499509672819,Argentina,Thailand,2,3
ARUA,UA,AR,NA,-23.705408285326296,13203865.864156604,159.31651701347855,0.8104662565748417,Argentina,Ukraine,2,4
ATDK,DK,AT,NA,-21.02907527555843,991539.8962413997,100.3247057541851,0.6068467504680395,Austria,Denmark,4,4
ATJP,JP,AT,NA,-22.358592836731646,9249395.809126057,147.12929960526483,0.8882945529107604,Austria,Japan,4,3
ATMA,MA,AT,NA,-23.16127783623152,2308154.6047141007,26.158017745560464,NA,Austria,Morocco,4,1
ATMY,MY,AT,NA,-22.486799939323454,10502622.771601481,NA,NA,Austria,Malaysia,4,3
ATNZ,NZ,AT,NA,-23.322744468640956,18401144.319715798,150.1034955562486,0.6117500222875992,Austria,New Zealand,4,5
ATOM,OM,AT,NA,-24.097268160637785,4880960.882641884,26.158017745560464,NA,Austria,Oman,4,3
ATQA,QA,AT,NA,-23.600714664672672,4113463.878988151,26.158017745560464,NA,Austria,Qatar,4,3
ATSG,SG,AT,NA,-21.5624379336082,9942092.651966656,150.1034955562486,0.6117500222875992,Austria,Singapore,4,3
ATTH,TH,AT,NA,-22.934327427310535,8549173.347240852,136.4400590060447,0.8603013283409111,Austria,Thailand,4,3
AUBA,AU,BA,NA,-26.665129451288692,14054060.36260236,NA,0.7687438709102256,Bosnia and Herzegovina,Australia,4,5
BAFI,FI,BA,NA,-24.57867932175358,2257895.7904557437,NA,0.8011054649193189,Bosnia and Herzegovina,Finland,4,4
BAGR,GR,BA,NA,-22.529096247187198,679309.6405201537,NA,0.8597664259605955,Bosnia and Herzegovina,Greece,4,4
BAID,ID,BA,NA,-28.914565961800033,11376083.30692501,NA,0.8676116608718908,Bosnia and Herzegovina,Indonesia,4,3
BAKR,KR,BA,NA,-25.811641639578834,8555473.675480882,NA,0.8623517874654543,Bosnia and Herzegovina,Republic of Korea,4,3
